n,delta_label,delta,p_label,p_true,mu1_true,mu2_true,sigma1_sq_true,sigma2_sq_true,replicate,seed,method,time_sec,success,p_hat,mu1_hat,mu2_hat,sigma1_sq_hat,sigma2_sq_hat,p_error,mu1_error,mu2_error,sigma1_sq_error,sigma2_sq_error,p_abs_error,mu1_abs_error,mu2_abs_error,sigma1_sq_abs_error,sigma2_sq_abs_error
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,270,10100270,MM,0.001549100037664175,False,,,,,,,,,,,,,,,
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,270,10100270,MLE,0.28712499991524965,True,0.10026756121543799,0.5879833194180978,0.6970029908884365,4.398839577374313,0.4264593260694052,-0.09973243878456202,0.5879833194180978,0.19700299088843654,3.3988395773743134,-0.5735406739305948,0.09973243878456202,0.5879833194180978,0.19700299088843654,3.3988395773743134,0.5735406739305948
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,271,10100271,MM,0.0007827000226825476,True,0.4794250685505344,-0.3459487607128965,1.3282328952628721,0.23507159022377247,0.44171012673496995,0.2794250685505344,-0.3459487607128965,0.8282328952628721,-0.7649284097762276,-0.5582898732650301,0.2794250685505344,0.3459487607128965,0.8282328952628721,0.7649284097762276,0.5582898732650301
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,271,10100271,MLE,0.3248329000780359,True,0.24250388430539577,-0.7004690766668967,0.9180967368663856,0.08005095579646995,0.7148899570185698,0.042503884305395756,-0.7004690766668967,0.4180967368663856,-0.9199490442035301,-0.28511004298143017,0.042503884305395756,0.7004690766668967,0.4180967368663856,0.9199490442035301,0.28511004298143017
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,272,10100272,MM,0.0017479000380262733,True,0.8324968632971197,0.033175336534220334,1.9115529865018757,0.9435185291276278,0.18630606925629567,0.6324968632971197,0.033175336534220334,1.4115529865018757,-0.05648147087237221,-0.8136939307437043,0.6324968632971197,0.033175336534220334,1.4115529865018757,0.05648147087237221,0.8136939307437043
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,272,10100272,MLE,1.1040700000012293,True,0.6408039340189423,-0.28671759718144535,1.4798025351167043,0.6805057094291803,0.42967950814902883,0.4408039340189423,-0.28671759718144535,0.9798025351167043,-0.3194942905708197,-0.5703204918509712,0.4408039340189423,0.28671759718144535,0.9798025351167043,0.3194942905708197,0.5703204918509712
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,273,10100273,MM,0.0014052999904379249,True,0.4273417470916355,-0.3743573924608373,1.2938824469200267,0.3526321552185791,0.29316082274599037,0.22734174709163552,-0.3743573924608373,0.7938824469200267,-0.6473678447814208,-0.7068391772540097,0.22734174709163552,0.3743573924608373,0.7938824469200267,0.6473678447814208,0.7068391772540097
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,273,10100273,MLE,0.5546634999336675,True,0.4859790743376454,-0.23010631202391627,1.3478065528461616,0.4724081736851317,0.2881127217810064,0.2859790743376454,-0.23010631202391627,0.8478065528461616,-0.5275918263148682,-0.7118872782189936,0.2859790743376454,0.23010631202391627,0.8478065528461616,0.5275918263148682,0.7118872782189936
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,274,10100274,MM,0.0015966999344527721,True,0.31506394598267407,-1.022341381794407,0.9087362707267677,0.6393187423367396,0.2517383226172343,0.11506394598267405,-1.022341381794407,0.40873627072676766,-0.3606812576632604,-0.7482616773827657,0.11506394598267405,1.022341381794407,0.40873627072676766,0.3606812576632604,0.7482616773827657
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,274,10100274,MLE,0.2690225000260398,True,0.48663779741627666,-0.4841621596965807,1.0439703776674796,1.020020167010572,0.19248901206502045,0.28663779741627665,-0.4841621596965807,0.5439703776674796,0.020020167010571965,-0.8075109879349796,0.28663779741627665,0.4841621596965807,0.5439703776674796,0.020020167010571965,0.8075109879349796
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,275,10100275,MM,0.0015323000261560082,False,,,,,,,,,,,,,,,
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,275,10100275,MLE,2.6997186000226066,True,0.1486338100042558,-0.7341165460674153,0.5323827023106031,0.2458167141432127,0.6945538960365466,-0.051366189995744216,-0.7341165460674153,0.03238270231060314,-0.7541832858567873,-0.3054461039634534,0.051366189995744216,0.7341165460674153,0.03238270231060314,0.7541832858567873,0.3054461039634534
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,276,10100276,MM,0.0015582999913021922,False,,,,,,,,,,,,,,,
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,276,10100276,MLE,0.7213223000289872,True,0.7127559278350296,0.12359312217422369,1.3936068173817489,0.7720559563606045,0.1499235322496357,0.5127559278350295,0.12359312217422369,0.8936068173817489,-0.22794404363939547,-0.8500764677503643,0.5127559278350295,0.12359312217422369,0.8936068173817489,0.22794404363939547,0.8500764677503643
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,277,10100277,MM,0.0015694999601691961,False,,,,,,,,,,,,,,,
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,277,10100277,MLE,0.5970878000371158,True,0.7818757299557785,0.14069935346529244,1.9239027626983358,0.6565368807039076,0.07459911569334067,0.5818757299557784,0.14069935346529244,1.4239027626983358,-0.3434631192960924,-0.9254008843066593,0.5818757299557784,0.14069935346529244,1.4239027626983358,0.3434631192960924,0.9254008843066593
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,278,10100278,MM,0.0019104999955743551,True,0.8944702571576422,0.43453199937537745,1.7792945121158237,0.6354738264498387,0.3284670779593518,0.6944702571576422,0.43453199937537745,1.2792945121158237,-0.36452617355016126,-0.6715329220406482,0.6944702571576422,0.43453199937537745,1.2792945121158237,0.36452617355016126,0.6715329220406482
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,278,10100278,MLE,2.5954997999360785,True,0.9585330845706688,0.4989651514863831,2.367425567226209,0.659757965016763,0.0629680527015174,0.7585330845706688,0.4989651514863831,1.867425567226209,-0.340242034983237,-0.9370319472984826,0.7585330845706688,0.4989651514863831,1.867425567226209,0.340242034983237,0.9370319472984826
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,279,10100279,MM,0.0015956999268382788,False,,,,,,,,,,,,,,,
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,279,10100279,MLE,2.7015132000669837,True,0.13575271628500185,-0.5903631917808023,0.29116704747100675,1.047457253884575,0.7052575954144348,-0.06424728371499816,-0.5903631917808023,-0.20883295252899325,0.047457253884575,-0.2947424045855652,0.06424728371499816,0.5903631917808023,0.20883295252899325,0.047457253884575,0.2947424045855652
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,280,10100280,MM,0.0015352999325841665,False,,,,,,,,,,,,,,,
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,280,10100280,MLE,0.6400161000201479,True,0.053664542425909574,-2.262253562096339,0.4120490928381601,0.023364986233294943,0.9199333065699252,-0.14633545757409044,-2.262253562096339,-0.0879509071618399,-0.976635013766705,-0.08006669343007478,0.14633545757409044,2.262253562096339,0.0879509071618399,0.976635013766705,0.08006669343007478
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,281,10100281,MM,0.0010318000568076968,True,0.4227939937837598,-0.266601062296262,1.194781911742095,0.31582316992819076,0.8464940497519043,0.2227939937837598,-0.266601062296262,0.694781911742095,-0.6841768300718092,-0.15350595024809566,0.2227939937837598,0.266601062296262,0.694781911742095,0.6841768300718092,0.15350595024809566
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,281,10100281,MLE,2.6530723999021575,True,0.10332513489177883,-0.4778950884615587,0.69846559388575,0.01320101095462006,1.1305497722733842,-0.09667486510822118,-0.4778950884615587,0.19846559388575002,-0.98679898904538,0.13054977227338416,0.09667486510822118,0.4778950884615587,0.19846559388575002,0.98679898904538,0.13054977227338416
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,282,10100282,MM,0.0015340999234467745,False,,,,,,,,,,,,,,,
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,282,10100282,MLE,2.471214700024575,True,0.8013135055116947,0.6201432071865661,1.1666352664672046,1.5947191348602403,0.05634422243432815,0.6013135055116947,0.6201432071865661,0.6666352664672046,0.5947191348602403,-0.9436557775656719,0.6013135055116947,0.6201432071865661,0.6666352664672046,0.5947191348602403,0.9436557775656719
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,283,10100283,MM,0.0008641000604256988,True,0.8644584739905553,0.34929658447156053,2.060783008277441,0.8241771755311269,1.1256733384029705,0.6644584739905552,0.34929658447156053,1.5607830082774412,-0.1758228244688731,0.12567333840297046,0.6644584739905552,0.34929658447156053,1.5607830082774412,0.1758228244688731,0.12567333840297046
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,283,10100283,MLE,1.2280975000467151,True,0.9623556802985865,0.4646164199191329,3.563560619331609,0.8919621117971978,0.052168549401120985,0.7623556802985865,0.4646164199191329,3.063560619331609,-0.10803788820280225,-0.947831450598879,0.7623556802985865,0.4646164199191329,3.063560619331609,0.10803788820280225,0.947831450598879
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,284,10100284,MM,0.0007418000604957342,True,0.2763206612023155,-0.488785721860448,0.9130114533949355,0.24822300802586056,0.32254462742787093,0.07632066120231551,-0.488785721860448,0.4130114533949355,-0.7517769919741395,-0.6774553725721291,0.07632066120231551,0.488785721860448,0.4130114533949355,0.7517769919741395,0.6774553725721291
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,284,10100284,MLE,1.141454799915664,True,0.09849558529828153,-1.0696978938033164,0.6999704504033014,0.014732194511066374,0.46080878388203683,-0.10150441470171848,-1.0696978938033164,0.19997045040330141,-0.9852678054889337,-0.5391912161179632,0.10150441470171848,1.0696978938033164,0.19997045040330141,0.9852678054889337,0.5391912161179632
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,285,10100285,MM,0.001521900063380599,False,,,,,,,,,,,,,,,
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,285,10100285,MLE,0.3385918999556452,True,0.6968389875249588,0.3301656035962283,1.1989709171988703,1.140179918138515,0.07623153727770099,0.49683898752495875,0.3301656035962283,0.6989709171988703,0.14017991813851505,-0.9237684627222991,0.49683898752495875,0.3301656035962283,0.6989709171988703,0.14017991813851505,0.9237684627222991
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,286,10100286,MM,0.0016907000681385398,True,0.28177288350716406,-0.6425405231435168,0.6729999826316879,0.13867544913106294,0.7253263492830578,0.08177288350716405,-0.6425405231435168,0.17299998263168792,-0.8613245508689371,-0.27467365071694216,0.08177288350716405,0.6425405231435168,0.17299998263168792,0.8613245508689371,0.27467365071694216
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,286,10100286,MLE,0.4712266999995336,True,0.22112798071989526,-0.8185503740916594,0.6205393444946994,0.09122792210525602,0.6848472980757634,0.021127980719895245,-0.8185503740916594,0.12053934449469939,-0.908772077894744,-0.3151527019242366,0.021127980719895245,0.8185503740916594,0.12053934449469939,0.908772077894744,0.3151527019242366
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,287,10100287,MM,0.0015409999759867787,False,,,,,,,,,,,,,,,
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,287,10100287,MLE,0.3180884999455884,True,0.01999998186040297,-3.265576430358975,0.5108978363855243,1e-06,0.6411928627150764,-0.18000001813959704,-3.265576430358975,0.010897836385524329,-0.999999,-0.35880713728492364,0.18000001813959704,3.265576430358975,0.010897836385524329,0.999999,0.35880713728492364
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,288,10100288,MM,0.0015276999911293387,True,0.8713114877529887,0.13872123280623183,1.762633647622903,0.49187299795325706,0.2658670787190626,0.6713114877529887,0.13872123280623183,1.262633647622903,-0.508127002046743,-0.7341329212809373,0.6713114877529887,0.13872123280623183,1.262633647622903,0.508127002046743,0.7341329212809373
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,288,10100288,MLE,2.311573899933137,True,0.9637603848306759,0.2693645886229876,2.4309636149769465,0.6174384210107848,0.006171008636021099,0.763760384830676,0.2693645886229876,1.9309636149769465,-0.38256157898921517,-0.993828991363979,0.763760384830676,0.2693645886229876,1.9309636149769465,0.38256157898921517,0.993828991363979
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,289,10100289,MM,0.001534900045953691,False,,,,,,,,,,,,,,,
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,289,10100289,MLE,0.885485399980098,True,0.2049951235813995,0.2939121662692189,0.36864421722569857,0.02591033462946968,1.0573894864587312,0.004995123581399502,0.2939121662692189,-0.13135578277430143,-0.9740896653705303,0.05738948645873121,0.004995123581399502,0.2939121662692189,0.13135578277430143,0.9740896653705303,0.05738948645873121
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,290,10100290,MM,0.0015557000879198313,True,0.7870811845457024,0.10888177184861014,1.674692634022892,0.42084897500317303,0.30498548332623154,0.5870811845457025,0.10888177184861014,1.174692634022892,-0.579151024996827,-0.6950145166737685,0.5870811845457025,0.10888177184861014,1.174692634022892,0.579151024996827,0.6950145166737685
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,290,10100290,MLE,1.5893632000079378,True,0.9465425716744217,0.33085495684319066,2.41508183596766,0.61979307790919,0.011054205035079579,0.7465425716744216,0.33085495684319066,1.9150818359676598,-0.38020692209081,-0.9889457949649204,0.7465425716744216,0.33085495684319066,1.9150818359676598,0.38020692209081,0.9889457949649204
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,291,10100291,MM,0.0015260999789461493,False,,,,,,,,,,,,,,,
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,291,10100291,MLE,2.2595061999745667,True,0.07232234651470844,-0.9647837370920076,0.6099089717873042,0.016753307731846554,1.154653396317243,-0.1276776534852916,-0.9647837370920076,0.10990897178730419,-0.9832466922681534,0.15465339631724295,0.1276776534852916,0.9647837370920076,0.10990897178730419,0.9832466922681534,0.15465339631724295
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,292,10100292,MM,0.0015415999805554748,False,,,,,,,,,,,,,,,
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,292,10100292,MLE,2.0387572000036016,True,0.948561326524011,0.35414069068595794,2.4158973843148805,0.5348788512757953,0.02459007118292845,0.748561326524011,0.35414069068595794,1.9158973843148805,-0.46512114872420474,-0.9754099288170716,0.748561326524011,0.35414069068595794,1.9158973843148805,0.46512114872420474,0.9754099288170716
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,293,10100293,MM,0.0015424001030623913,False,,,,,,,,,,,,,,,
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,293,10100293,MLE,1.0611524000996724,True,0.9529335591907901,0.4073637484865729,2.2585493927015077,0.6194758041677241,0.005382786696534314,0.7529335591907902,0.4073637484865729,1.7585493927015077,-0.3805241958322759,-0.9946172133034656,0.7529335591907902,0.4073637484865729,1.7585493927015077,0.3805241958322759,0.9946172133034656
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,294,10100294,MM,0.0014891000464558601,True,0.348923335704379,-0.4850844395071019,1.0551198128008203,0.40131016782800544,0.30161679346318665,0.148923335704379,-0.4850844395071019,0.5551198128008203,-0.5986898321719946,-0.6983832065368134,0.148923335704379,0.4850844395071019,0.5551198128008203,0.5986898321719946,0.6983832065368134
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,294,10100294,MLE,0.40110499993897974,True,0.7014308394769544,0.1998260143021528,1.2645059449434901,0.8750749556879988,0.08077763920163622,0.5014308394769544,0.1998260143021528,0.7645059449434901,-0.12492504431200124,-0.9192223607983638,0.5014308394769544,0.1998260143021528,0.7645059449434901,0.12492504431200124,0.9192223607983638
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,295,10100295,MM,0.001541699981316924,False,,,,,,,,,,,,,,,
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,295,10100295,MLE,2.0946496999822557,True,0.6019508382225267,-0.07257755886065592,1.010638404586595,0.6635142696041499,1.0043529975719518,0.4019508382225267,-0.07257755886065592,0.510638404586595,-0.33648573039585006,0.004352997571951844,0.4019508382225267,0.07257755886065592,0.510638404586595,0.33648573039585006,0.004352997571951844
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,296,10100296,MM,0.0015345000429078937,False,,,,,,,,,,,,,,,
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,296,10100296,MLE,0.6199880999047309,True,0.38927579959674224,0.2777346897787026,0.5110680068721433,0.26519016642635773,1.9829601578172218,0.18927579959674223,0.2777346897787026,0.011068006872143266,-0.7348098335736423,0.9829601578172218,0.18927579959674223,0.2777346897787026,0.011068006872143266,0.7348098335736423,0.9829601578172218
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,297,10100297,MM,0.001554699963890016,False,,,,,,,,,,,,,,,
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,297,10100297,MLE,2.725219100015238,True,0.05143157936245128,-1.835309811172642,0.7156817095155639,1.4436015307942465,1.2527808740348099,-0.14856842063754871,-1.835309811172642,0.21568170951556387,0.44360153079424647,0.25278087403480987,0.14856842063754871,1.835309811172642,0.21568170951556387,0.44360153079424647,0.25278087403480987
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,298,10100298,MM,0.0015474000247195363,False,,,,,,,,,,,,,,,
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,298,10100298,MLE,0.322937999968417,True,0.3222739725231451,-0.5751806020384734,0.8547746054366835,0.1264326823058543,0.9766182277817013,0.12227397252314509,-0.5751806020384734,0.3547746054366835,-0.8735673176941456,-0.023381772218298735,0.12227397252314509,0.5751806020384734,0.3547746054366835,0.8735673176941456,0.023381772218298735
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,299,10100299,MM,0.0016746999463066459,True,0.6859239524726215,0.05792027434877689,1.6403897580821876,0.6650331007407861,0.27790833126309317,0.4859239524726215,0.05792027434877689,1.1403897580821876,-0.33496689925921386,-0.7220916687369068,0.4859239524726215,0.05792027434877689,1.1403897580821876,0.33496689925921386,0.7220916687369068
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,299,10100299,MLE,1.173090000054799,True,0.7785904511457966,0.20337635714522584,1.79120163300418,0.7674800550799641,0.22925982004264575,0.5785904511457967,0.20337635714522584,1.29120163300418,-0.23251994492003591,-0.7707401799573542,0.5785904511457967,0.20337635714522584,1.29120163300418,0.23251994492003591,0.7707401799573542
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,300,10100300,MM,0.0017225999617949128,True,0.8529814139212523,0.2636086823189707,1.7542620572781928,0.8159747996692442,0.19859902296027418,0.6529814139212522,0.2636086823189707,1.2542620572781928,-0.18402520033075576,-0.8014009770397258,0.6529814139212522,0.2636086823189707,1.2542620572781928,0.18402520033075576,0.8014009770397258
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,300,10100300,MLE,1.1322391999419779,True,0.7186378580146175,0.06563376661987093,1.548166790699525,0.6619154255123957,0.29774729050729176,0.5186378580146176,0.06563376661987093,1.048166790699525,-0.3380845744876043,-0.7022527094927082,0.5186378580146176,0.06563376661987093,1.048166790699525,0.3380845744876043,0.7022527094927082
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,301,10100301,MM,0.0015326000284403563,False,,,,,,,,,,,,,,,
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,301,10100301,MLE,0.17556070000864565,True,0.6027405819627226,-0.11365022185926485,1.5506532094801269,0.6626314927936144,0.08304962950880042,0.4027405819627226,-0.11365022185926485,1.0506532094801269,-0.33736850720638556,-0.9169503704911995,0.4027405819627226,0.11365022185926485,1.0506532094801269,0.33736850720638556,0.9169503704911995
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,302,10100302,MM,0.0015514000551775098,True,0.8589799971970349,-0.06266330304118473,2.167337609519357,0.4748237628544783,0.28371936181120333,0.6589799971970349,-0.06266330304118473,1.667337609519357,-0.5251762371455218,-0.7162806381887967,0.6589799971970349,0.06266330304118473,1.667337609519357,0.5251762371455218,0.7162806381887967
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,302,10100302,MLE,0.5871020000195131,True,0.8684635909372511,-0.04665597142813988,2.222429869165815,0.4912563449825038,0.26954658075790644,0.6684635909372512,-0.04665597142813988,1.7224298691658149,-0.5087436550174962,-0.7304534192420935,0.6684635909372512,0.04665597142813988,1.7224298691658149,0.5087436550174962,0.7304534192420935
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,303,10100303,MM,0.0015424999874085188,False,,,,,,,,,,,,,,,
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,303,10100303,MLE,0.8081642999313772,True,0.11170609622700896,-1.1111246774420391,0.7170884233480891,0.06640456251757748,0.9070234075965723,-0.08829390377299105,-1.1111246774420391,0.2170884233480891,-0.9335954374824225,-0.0929765924034277,0.08829390377299105,1.1111246774420391,0.2170884233480891,0.9335954374824225,0.0929765924034277
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,304,10100304,MM,0.0015674999449402094,False,,,,,,,,,,,,,,,
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,304,10100304,MLE,0.4463469999609515,True,0.7596099617910116,0.408034808962658,0.9799690905896623,0.8692403582031034,0.011169712253632337,0.5596099617910115,0.408034808962658,0.4799690905896623,-0.1307596417968966,-0.9888302877463676,0.5596099617910115,0.408034808962658,0.4799690905896623,0.1307596417968966,0.9888302877463676
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,305,10100305,MM,0.0015299000078812242,False,,,,,,,,,,,,,,,
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,305,10100305,MLE,1.203991699963808,True,0.8099453204408187,0.046852247642642675,1.4430716725771424,0.8988786968036363,0.0879072154848372,0.6099453204408187,0.046852247642642675,0.9430716725771424,-0.1011213031963637,-0.9120927845151628,0.6099453204408187,0.046852247642642675,0.9430716725771424,0.1011213031963637,0.9120927845151628
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,306,10100306,MM,0.0009014999959617853,True,0.30439857573115103,-0.6916942240875703,0.9647519696776063,0.44391830191383225,0.45350439251357455,0.10439857573115102,-0.6916942240875703,0.46475196967760635,-0.5560816980861678,-0.5464956074864254,0.10439857573115102,0.6916942240875703,0.46475196967760635,0.5560816980861678,0.5464956074864254
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,306,10100306,MLE,2.3521681000711396,True,0.059971867973555304,-1.6453401965395615,0.5948824439468191,0.029807127070796104,0.7944970317689266,-0.1400281320264447,-1.6453401965395615,0.0948824439468191,-0.9701928729292039,-0.2055029682310734,0.1400281320264447,1.6453401965395615,0.0948824439468191,0.9701928729292039,0.2055029682310734
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,307,10100307,MM,0.0007372000254690647,True,0.4702384629757801,-0.3428296950008298,0.9333131013103348,0.5553865172674225,0.7192646702548842,0.2702384629757801,-0.3428296950008298,0.43331310131033485,-0.4446134827325775,-0.28073532974511584,0.2702384629757801,0.3428296950008298,0.43331310131033485,0.4446134827325775,0.28073532974511584
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,307,10100307,MLE,2.7240978999761865,True,0.7925283717204918,0.049723464669434905,1.4161667317169744,0.7760999364513642,0.6063541684250146,0.5925283717204919,0.049723464669434905,0.9161667317169744,-0.22390006354863579,-0.39364583157498545,0.5925283717204919,0.049723464669434905,0.9161667317169744,0.22390006354863579,0.39364583157498545
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,308,10100308,MM,0.001525699975900352,True,0.5798350424105657,-0.09643273513802109,1.2503487239949247,0.6364937030890553,0.43887048493566977,0.3798350424105657,-0.09643273513802109,0.7503487239949247,-0.3635062969109447,-0.5611295150643303,0.3798350424105657,0.09643273513802109,0.7503487239949247,0.3635062969109447,0.5611295150643303
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,308,10100308,MLE,2.555350200040266,True,0.865440962990022,0.27518845581353174,1.718786656452212,0.832271092440253,0.24069195400443458,0.665440962990022,0.27518845581353174,1.218786656452212,-0.167728907559747,-0.7593080459955655,0.665440962990022,0.27518845581353174,1.218786656452212,0.167728907559747,0.7593080459955655
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,309,10100309,MM,0.0015299000078812242,False,,,,,,,,,,,,,,,
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,309,10100309,MLE,1.826537200016901,True,0.1149064401068202,-0.6133203175121609,0.42002177882510366,0.01009112987193842,1.021591420755277,-0.08509355989317981,-0.6133203175121609,-0.07997822117489634,-0.9899088701280616,0.02159142075527698,0.08509355989317981,0.6133203175121609,0.07997822117489634,0.9899088701280616,0.02159142075527698
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,310,10100310,MM,0.001525699975900352,False,,,,,,,,,,,,,,,
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,310,10100310,MLE,0.4850192000158131,True,0.27363241495193974,-0.6884000715179458,0.9367236002233904,0.15474975193778673,0.7547958778223135,0.07363241495193973,-0.6884000715179458,0.4367236002233904,-0.8452502480622133,-0.2452041221776865,0.07363241495193973,0.6884000715179458,0.4367236002233904,0.8452502480622133,0.2452041221776865
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,311,10100311,MM,0.0009033000096678734,True,0.4193857927328641,-0.24724531762357904,1.2663571890792484,0.12079993806954621,0.4555427752180624,0.21938579273286407,-0.24724531762357904,0.7663571890792484,-0.8792000619304537,-0.5444572247819376,0.21938579273286407,0.24724531762357904,0.7663571890792484,0.8792000619304537,0.5444572247819376
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,311,10100311,MLE,0.38946199999190867,True,0.5369066239136505,-0.09324950483419372,1.47192793925491,0.2058735010388839,0.3311924967149101,0.3369066239136505,-0.09324950483419372,0.9719279392549101,-0.7941264989611161,-0.66880750328509,0.3369066239136505,0.09324950483419372,0.9719279392549101,0.7941264989611161,0.66880750328509
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,312,10100312,MM,0.0015302000101655722,False,,,,,,,,,,,,,,,
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,312,10100312,MLE,1.136016899952665,True,0.039059750778312974,-2.306857999266129,0.4670963786332852,0.00842695537152881,0.7323360821870394,-0.16094024922168704,-2.306857999266129,-0.03290362136671482,-0.9915730446284712,-0.2676639178129606,0.16094024922168704,2.306857999266129,0.03290362136671482,0.9915730446284712,0.2676639178129606
50,weak,0.5,unbalanced,0.2,0.0,0.5,1.0,1.0,313,10100313,MM,0.0015289000002667308,False,,,,,,,,,,,,,,,
