n,delta_label,delta,p_label,p_true,ratio_label,variance_ratio,mu1_true,mu2_true,sigma1_sq_true,sigma2_sq_true,replicate,seed,method,time_sec,success,p_hat,mu1_hat,mu2_hat,sigma1_sq_hat,sigma2_sq_hat,p_error,mu1_error,mu2_error,sigma1_sq_error,sigma2_sq_error,p_abs_error,mu1_abs_error,mu2_abs_error,sigma1_sq_abs_error,sigma2_sq_abs_error
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,108,901000108,MLE,0.5635953000746667,True,0.7581440190942971,0.16454872217166314,3.362657523653001,1.1540895654328747,0.4089041731725484,0.2581440190942971,0.16454872217166314,1.5255402165656173,0.15408956543287466,-1.591095826827452,0.2581440190942971,0.16454872217166314,1.5255402165656173,0.15408956543287466,1.591095826827452
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,102,901000102,MM,0.0034744999138638377,False,,,,,,,,,,,,,,,
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,102,901000102,MLE,2.5869361999211833,True,0.06829997542868173,-1.416534244469856,1.0628298133174137,0.0011448662405060942,2.343661361186779,-0.4317000245713183,-1.416534244469856,-0.77428749376997,-0.9988551337594939,0.3436613611867787,0.4317000245713183,1.416534244469856,0.77428749376997,0.9988551337594939,0.3436613611867787
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,106,901000106,MM,0.0007445000810548663,True,0.5304548360651086,-0.2521890626135125,2.3856345187346877,0.4799998289674589,0.52319719498708,0.03045483606510857,-0.2521890626135125,0.548517211647304,-0.520000171032541,-1.4768028050129205,0.03045483606510857,0.2521890626135125,0.548517211647304,0.520000171032541,1.4768028050129205
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,106,901000106,MLE,0.9589414000511169,True,0.548943130866123,-0.1637203138571831,2.3860880049643027,0.6359467706987351,0.6084650505968705,0.04894313086612301,-0.1637203138571831,0.5489706978769191,-0.36405322930126494,-1.39153494940313,0.04894313086612301,0.1637203138571831,0.5489706978769191,0.36405322930126494,1.39153494940313
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,110,901000110,MM,0.0021205999655649066,True,0.6339072321455174,0.12046249124462749,2.9963130583690964,1.2378555837992915,0.40871961287567143,0.13390723214551736,0.12046249124462749,1.1591957512817128,0.2378555837992915,-1.591280387124329,0.13390723214551736,0.12046249124462749,1.1591957512817128,0.2378555837992915,1.591280387124329
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,110,901000110,MLE,0.4707862000213936,True,0.674071300566268,0.23202007645372633,3.119984562185556,1.3620919275895536,0.3164234075883464,0.17407130056626796,0.23202007645372633,1.2828672550981723,0.36209192758955355,-1.683576592411654,0.17407130056626796,0.23202007645372633,1.2828672550981723,0.36209192758955355,1.683576592411654
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,111,901000111,MM,0.001693999976851046,True,0.5831348790320399,-0.19476385229171034,2.4278582603594296,0.8620245213049831,1.0523351755526609,0.08313487903203987,-0.19476385229171034,0.590740953272046,-0.13797547869501692,-0.9476648244473396,0.08313487903203987,0.19476385229171034,0.590740953272046,0.13797547869501692,0.9476648244473396
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,111,901000111,MLE,0.642372899921611,True,0.6709532932110569,-0.031298433726025476,2.7944835798720633,0.9620324922324776,0.6229531251617665,0.1709532932110569,-0.031298433726025476,0.9573662727846797,-0.037967507767522446,-1.3770468748382338,0.1709532932110569,0.031298433726025476,0.9573662727846797,0.037967507767522446,1.3770468748382338
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,107,901000107,MM,0.003512999974191189,True,0.8996308580758383,0.45653132758069215,3.8287280532172807,1.5378400770816207,0.4367590620685803,0.3996308580758383,0.45653132758069215,1.991610746129897,0.5378400770816207,-1.56324093793142,0.3996308580758383,0.45653132758069215,1.991610746129897,0.5378400770816207,1.56324093793142
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,107,901000107,MLE,1.4328699000179768,True,0.8691593015262111,0.3790306656413249,3.5582031902691162,1.404492399775889,0.642082686260705,0.3691593015262111,0.3790306656413249,1.7210858831817326,0.4044923997758889,-1.3579173137392955,0.3691593015262111,0.3790306656413249,1.7210858831817326,0.4044923997758889,1.3579173137392955
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,109,901000109,MM,0.003042199998162687,False,,,,,,,,,,,,,,,
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,109,901000109,MLE,0.805954199982807,True,0.7426746285821453,0.49874448698931323,2.345787493081953,1.2249648875007617,0.22214944330336606,0.24267462858214528,0.49874448698931323,0.5086701859945695,0.2249648875007617,-1.7778505566966345,0.24267462858214528,0.49874448698931323,0.5086701859945695,0.2249648875007617,1.7778505566966345
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,105,901000105,MM,0.0018511000089347363,True,0.6976395971898423,-0.009259936626514476,2.4978320624410917,0.745963065527783,1.59139177084776,0.19763959718984225,-0.009259936626514476,0.660714755353708,-0.254036934472217,-0.4086082291522404,0.19763959718984225,0.009259936626514476,0.660714755353708,0.254036934472217,0.4086082291522404
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,105,901000105,MLE,2.3711736999684945,True,0.66489592599569,0.04136539827057624,2.152411090344184,0.9002057163935581,2.196177109767086,0.16489592599569003,0.04136539827057624,0.31529378325680035,-0.09979428360644194,0.1961771097670857,0.16489592599569003,0.04136539827057624,0.31529378325680035,0.09979428360644194,0.1961771097670857
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,112,901000112,MM,0.0016537999035790563,True,0.41260368496981353,-0.42204307011321096,2.2124415666213544,0.7230168269053335,1.9447212839506651,-0.08739631503018647,-0.42204307011321096,0.37532425953397075,-0.27698317309466647,-0.05527871604933532,0.08739631503018647,0.42204307011321096,0.37532425953397075,0.27698317309466647,0.05527871604933532
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,112,901000112,MLE,1.0572697999887168,True,0.4365779855731759,-0.36048158930161495,2.276840078580987,0.8033931597159355,1.8833548829593658,-0.0634220144268241,-0.36048158930161495,0.4397227714936034,-0.1966068402840645,-0.11664511704063463,0.0634220144268241,0.36048158930161495,0.4397227714936034,0.1966068402840645,0.11664511704063463
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,113,901000113,MM,0.001687800046056509,True,0.6033828485846406,0.03400982003380004,2.35754154506245,0.5523995676937977,0.6985378276139761,0.10338284858464064,0.03400982003380004,0.5204242379750665,-0.4476004323062023,-1.3014621723860245,0.10338284858464064,0.03400982003380004,0.5204242379750665,0.4476004323062023,1.3014621723860245
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,113,901000113,MLE,0.9852031000191346,True,0.6776781027832748,0.18578480840331604,2.5740108404590107,0.6999547475225304,0.5651762315573731,0.17767810278327478,0.18578480840331604,0.7368935333716271,-0.3000452524774696,-1.4348237684426275,0.17767810278327478,0.18578480840331604,0.7368935333716271,0.3000452524774696,1.4348237684426275
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,103,901000103,MM,0.0011677000438794494,True,0.6260523451055606,0.22205081299482754,2.936000123504795,1.261358507386223,1.5302304901661885,0.12605234510556063,0.22205081299482754,1.0988828164174111,0.261358507386223,-0.46976950983381194,0.12605234510556063,0.22205081299482754,1.0988828164174111,0.261358507386223,0.46976950983381194
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,103,901000103,MLE,4.375594299985096,True,0.8281637464723951,0.6960627931859145,3.84361163036775,1.8505991593963607,0.8367938906937693,0.3281637464723951,0.6960627931859145,2.0064943232803665,0.8505991593963607,-1.1632061093062311,0.3281637464723951,0.6960627931859145,2.0064943232803665,0.8505991593963607,1.1632061093062311
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,118,901000118,MM,0.00340919999871403,True,0.879214677251528,0.3601967024807122,2.904309729196993,0.9659737352242772,0.5068431379855469,0.379214677251528,0.3601967024807122,1.0671924221096094,-0.03402626477572279,-1.4931568620144535,0.379214677251528,0.3601967024807122,1.0671924221096094,0.03402626477572279,1.4931568620144535
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,118,901000118,MLE,1.5070264999521896,True,0.9284020510828309,0.448371088099167,3.5087538327998167,1.0470916692320895,0.04443914319124414,0.4284020510828309,0.448371088099167,1.671636525712433,0.04709166923208952,-1.9555608568087564,0.4284020510828309,0.448371088099167,1.671636525712433,0.04709166923208952,1.9555608568087564
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,119,901000119,MM,0.0020952000049874187,True,0.8498902324819745,0.08925356566782239,3.5968906588055485,1.178337220991801,0.3622996855815548,0.3498902324819745,0.08925356566782239,1.7597733517181648,0.17833722099180105,-1.6377003144184457,0.3498902324819745,0.08925356566782239,1.7597733517181648,0.17833722099180105,1.6377003144184457
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,119,901000119,MLE,0.5912602000171319,True,0.8657770023850621,0.12785050684407895,3.763096746926171,1.2301846279957251,0.18432389900473928,0.36577700238506206,0.12785050684407895,1.9259794398387875,0.23018462799572514,-1.815676100995261,0.36577700238506206,0.12785050684407895,1.9259794398387875,0.23018462799572514,1.815676100995261
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,117,901000117,MM,0.0020577999530360103,True,0.8011160683977531,0.33010732682842814,2.611668473366003,0.7758214492493996,0.7648870823167712,0.30111606839775307,0.33010732682842814,0.7745511662786195,-0.22417855075060045,-1.2351129176832294,0.30111606839775307,0.33010732682842814,0.7745511662786195,0.22417855075060045,1.2351129176832294
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,117,901000117,MLE,2.5258448999375105,True,0.9265116287246811,0.564955708858935,3.543895984506868,1.0649703276332447,0.1648324345154979,0.42651162872468107,0.564955708858935,1.7067786774194844,0.06497032763324473,-1.8351675654845025,0.42651162872468107,0.564955708858935,1.7067786774194844,0.06497032763324473,1.8351675654845025
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,116,901000116,MM,0.003390599973499775,True,0.5740902780642065,-0.1710591801932938,2.0827607789575295,1.8526984529301211,0.8054965725206542,0.07409027806420654,-0.1710591801932938,0.2456434718701459,0.8526984529301211,-1.1945034274793462,0.07409027806420654,0.1710591801932938,0.2456434718701459,0.8526984529301211,1.1945034274793462
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,116,901000116,MLE,3.217931699939072,True,0.8533050027016594,0.43145623100513275,2.8678612037661564,2.182092236828394,0.29779899765739354,0.35330500270165943,0.43145623100513275,1.0307438966787728,1.1820922368283941,-1.7022010023426069,0.35330500270165943,0.43145623100513275,1.0307438966787728,1.1820922368283941,1.7022010023426069
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,121,901000121,MM,0.0031319999834522605,True,0.6735974060638955,-0.02521724648480228,2.483461317771023,0.9584284865597761,0.8317860736036162,0.1735974060638955,-0.02521724648480228,0.6463440106836393,-0.04157151344022392,-1.1682139263963842,0.1735974060638955,0.02521724648480228,0.6463440106836393,0.04157151344022392,1.1682139263963842
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,121,901000121,MLE,1.2645434000296518,True,0.8578174205384629,0.37673906857918726,3.308764055323703,1.426395856539155,0.20179609461770626,0.3578174205384629,0.37673906857918726,1.4716467482363194,0.426395856539155,-1.7982039053822942,0.3578174205384629,0.37673906857918726,1.4716467482363194,0.426395856539155,1.7982039053822942
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,115,901000115,MM,0.0017989999614655972,True,0.7900721019504117,0.3564060775010369,3.4959386750606876,0.906673440604757,1.0255459693943678,0.29007210195041166,0.3564060775010369,1.658821367973304,-0.09332655939524304,-0.9744540306056326,0.29007210195041166,0.3564060775010369,1.658821367973304,0.09332655939524304,0.9744540306056326
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,115,901000115,MLE,3.9213000999297947,True,0.8715378438841018,0.5615551057360904,4.095097314223366,1.2478364378790512,0.6303867025772938,0.3715378438841018,0.5615551057360904,2.257980007135983,0.24783643787905119,-1.3696132974227067,0.3715378438841018,0.5615551057360904,2.257980007135983,0.24783643787905119,1.3696132974227067
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,114,901000114,MM,0.003089300007559359,False,,,,,,,,,,,,,,,
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,114,901000114,MLE,4.098448800039478,True,0.9259675843569174,0.9855358525401926,4.956321334960812,2.028160222776302,0.05434183887785847,0.4259675843569174,0.9855358525401926,3.1192040278734283,1.028160222776302,-1.945658161122142,0.4259675843569174,0.9855358525401926,3.1192040278734283,1.028160222776302,1.945658161122142
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,122,901000122,MM,0.0032052999595180154,True,0.8246674302818817,0.5542381451702165,3.8581220745861184,1.8844376418455366,1.0521131546437297,0.3246674302818817,0.5542381451702165,2.021004767498735,0.8844376418455366,-0.9478868453562708,0.3246674302818817,0.5542381451702165,2.021004767498735,0.8844376418455366,0.9478868453562708
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,122,901000122,MLE,0.9988041000906378,True,0.8933139222061497,0.7163127100569251,4.626887577326298,2.057003108553119,0.2044486080958917,0.3933139222061497,0.7163127100569251,2.789770270238914,1.0570031085531189,-1.7955513919041088,0.3933139222061497,0.7163127100569251,2.789770270238914,1.0570031085531189,1.7955513919041088
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,120,901000120,MM,0.0031552999280393124,False,,,,,,,,,,,,,,,
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,120,901000120,MLE,2.170317900017835,True,0.1930215796901727,-0.42376673087102407,0.8707460757944566,0.1741480094854375,1.7835750224952127,-0.3069784203098273,-0.42376673087102407,-0.966371231292927,-0.8258519905145625,-0.21642497750478773,0.3069784203098273,0.42376673087102407,0.966371231292927,0.8258519905145625,0.21642497750478773
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,123,901000123,MM,0.0012521999888122082,True,0.8472231391310999,0.7421050987156312,4.134235842401751,1.5433268251685606,2.3208162887327637,0.3472231391310999,0.7421050987156312,2.2971185353143677,0.5433268251685606,0.32081628873276324,0.3472231391310999,0.7421050987156312,2.2971185353143677,0.5433268251685606,0.32081628873276324
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,123,901000123,MLE,0.9537574999267235,True,0.9442462748678645,0.9831232079967828,5.955364555800744,1.9422376376629642,0.2863202776114916,0.4442462748678645,0.9831232079967828,4.118247248713361,0.9422376376629642,-1.713679722388509,0.4442462748678645,0.9831232079967828,4.118247248713361,0.9422376376629642,1.713679722388509
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,128,901000128,MM,0.0031515000155195594,True,0.652858907461398,-0.005045606838401273,3.0985644120083586,0.6987113331214315,0.6695679291940342,0.15285890746139796,-0.005045606838401273,1.261447104920975,-0.3012886668785685,-1.3304320708059663,0.15285890746139796,0.005045606838401273,1.261447104920975,0.3012886668785685,1.3304320708059663
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,128,901000128,MLE,0.36204739997629076,True,0.5412693293507759,-0.23809593765640596,2.618571356291049,0.4861745066506683,1.2692295709763253,0.041269329350775874,-0.23809593765640596,0.7814540492036652,-0.5138254933493317,-0.7307704290236752,0.041269329350775874,0.23809593765640596,0.7814540492036652,0.5138254933493317,0.7307704290236752
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,124,901000124,MM,0.0016960999928414822,True,0.4540762955886935,0.027994657876627027,2.6884675363579977,0.7574375704496297,1.5469456525187069,-0.0459237044113065,0.027994657876627027,0.8513502292706141,-0.24256242955037033,-0.4530543474812936,0.0459237044113065,0.027994657876627027,0.8513502292706141,0.24256242955037033,0.4530543474812936
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,124,901000124,MLE,1.3361037999857217,True,0.39324067355496667,-0.11549656811556487,2.514716707136212,0.62550149993597,1.724605557752551,-0.10675932644503333,-0.11549656811556487,0.6775994000488286,-0.37449850006402996,-0.27539444224744947,0.10675932644503333,0.11549656811556487,0.6775994000488286,0.37449850006402996,0.27539444224744947
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,125,901000125,MM,0.003391799982637167,True,0.8728133236188095,0.8867644707716651,4.128604787252008,1.3901165514355307,0.6726382838609423,0.3728133236188095,0.8867644707716651,2.291487480164624,0.3901165514355307,-1.327361716139058,0.3728133236188095,0.8867644707716651,2.291487480164624,0.3901165514355307,1.327361716139058
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,125,901000125,MLE,1.6088714000070468,True,0.28918504810300955,0.28358991563513397,1.7122225683925225,0.27289146047723195,2.767347158496066,-0.21081495189699045,0.28358991563513397,-0.12489473869486112,-0.7271085395227681,0.7673471584960656,0.21081495189699045,0.28358991563513397,0.12489473869486112,0.7271085395227681,0.7673471584960656
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,130,901000130,MM,0.0033569999504834414,False,,,,,,,,,,,,,,,
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,130,901000130,MLE,0.6812264999607578,True,0.7310589615237737,0.48753208723622615,2.946473566933017,1.017270416828835,3.5074193531599085,0.2310589615237737,0.48753208723622615,1.1093562598456335,0.0172704168288349,1.507419353159908,0.2310589615237737,0.48753208723622615,1.1093562598456335,0.0172704168288349,1.507419353159908
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,126,901000126,MM,0.003079500049352646,False,,,,,,,,,,,,,,,
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,126,901000126,MLE,2.5972704000305384,True,0.07200231896894099,-1.4799309740879647,0.9231777684593223,0.148475389790251,1.5263902063175632,-0.427997681031059,-1.4799309740879647,-0.9139395386280613,-0.851524610209749,-0.4736097936824373,0.427997681031059,1.4799309740879647,0.9139395386280613,0.851524610209749,0.4736097936824373
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,134,901000134,MM,0.0011110000777989626,True,0.6754339652839327,-0.284924313252058,2.298800153149525,0.44875098852703293,1.0131704931429968,0.17543396528393274,-0.284924313252058,0.4616828460621414,-0.5512490114729671,-0.9868295068570037,0.17543396528393274,0.284924313252058,0.4616828460621414,0.5512490114729671,0.9868295068570037
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,134,901000134,MLE,0.3924111999804154,True,0.502765096454988,-0.4927914002265955,1.6117597573303792,0.30439566726519723,1.6794968089427125,0.002765096454988014,-0.4927914002265955,-0.2253575497570044,-0.6956043327348027,-0.320503191057288,0.002765096454988014,0.4927914002265955,0.2253575497570044,0.6956043327348027,0.320503191057288
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,132,901000132,MM,0.002499499940313399,False,,,,,,,,,,,,,,,
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,132,901000132,MLE,1.7164919999195263,True,0.1527310666410976,-0.5142560893073181,1.251266312017141,0.03380082596965946,2.3817187894779686,-0.3472689333589024,-0.5142560893073181,-0.5858509950702426,-0.9661991740303405,0.3817187894779681,0.3472689333589024,0.5142560893073181,0.5858509950702426,0.9661991740303405,0.3817187894779681
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,133,901000133,MM,0.00224760000128299,True,0.7156949029326156,0.14609484528156735,2.298577123756557,1.233895570365249,0.7936727575355209,0.21569490293261562,0.14609484528156735,0.46145981666917324,0.233895570365249,-1.2063272424644795,0.21569490293261562,0.14609484528156735,0.46145981666917324,0.233895570365249,1.2063272424644795
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,133,901000133,MLE,1.773283199989237,True,0.45887984405864407,-0.35667610490874185,1.7033703026561893,0.8189826686222074,1.1492656451116414,-0.04112015594135593,-0.35667610490874185,-0.13374700443119436,-0.18101733137779263,-0.850734354888359,0.04112015594135593,0.35667610490874185,0.13374700443119436,0.18101733137779263,0.850734354888359
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,135,901000135,MM,0.00289339991286397,True,0.8622026377433104,0.1910512473289674,3.7357132683153678,0.9511714392827951,0.5452612246416669,0.3622026377433104,0.1910512473289674,1.8985959612279841,-0.04882856071720487,-1.4547387753583334,0.3622026377433104,0.1910512473289674,1.8985959612279841,0.04882856071720487,1.4547387753583334
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,135,901000135,MLE,0.424876100034453,True,0.47278819779320863,0.06472046539199387,1.2308094185357796,0.20861304029850442,3.6995917566200887,-0.02721180220679137,0.06472046539199387,-0.606307888551604,-0.7913869597014955,1.6995917566200882,0.02721180220679137,0.06472046539199387,0.606307888551604,0.7913869597014955,1.6995917566200882
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,131,901000131,MM,0.0016246000304818153,True,0.6927579255653781,-0.22148172886202133,2.7953654412221227,1.2410322665023905,1.3363433025785496,0.19275792556537807,-0.22148172886202133,0.9582481341347391,0.2410322665023905,-0.6636566974214508,0.19275792556537807,0.22148172886202133,0.9582481341347391,0.2410322665023905,0.6636566974214508
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,131,901000131,MLE,2.3229512000689283,True,0.8555192387181724,0.20129984265357198,3.690489730640996,1.8748634177343626,0.6829522547370492,0.35551923871817237,0.20129984265357198,1.8533724235536124,0.8748634177343626,-1.3170477452629512,0.35551923871817237,0.20129984265357198,1.8533724235536124,0.8748634177343626,1.3170477452629512
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,136,901000136,MM,0.0015799000393599272,True,0.7607481147441691,0.03801708496201084,2.9652430025891277,0.8663971513174256,1.3159112910801547,0.26074811474416915,0.03801708496201084,1.128125695501744,-0.13360284868257444,-0.6840887089198457,0.26074811474416915,0.03801708496201084,1.128125695501744,0.13360284868257444,0.6840887089198457
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,136,901000136,MLE,0.6626374999759719,True,0.8890632068176895,0.32489301014265426,4.051955802573391,1.2639205834534473,0.35836885942504965,0.38906320681768947,0.32489301014265426,2.2148384954860076,0.26392058345344727,-1.6416311405749509,0.38906320681768947,0.32489301014265426,2.2148384954860076,0.26392058345344727,1.6416311405749509
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,127,901000127,MM,0.0013268000911921263,True,0.585242673034755,0.07937554478855002,2.0913230896549484,0.7153598169381904,1.4066924529744382,0.08524267303475497,0.07937554478855002,0.25420578256756476,-0.2846401830618096,-0.5933075470255622,0.08524267303475497,0.07937554478855002,0.25420578256756476,0.2846401830618096,0.5933075470255622
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,127,901000127,MLE,3.9037035000510514,True,0.9185794313898371,0.6607115929917886,3.76967953341269,1.3470639215221731,0.29932311206137263,0.4185794313898371,0.6607115929917886,1.9325622263253064,0.34706392152217314,-1.7006768879386278,0.4185794313898371,0.6607115929917886,1.9325622263253064,0.34706392152217314,1.7006768879386278
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,139,901000139,MM,0.0031657000072300434,False,,,,,,,,,,,,,,,
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,139,901000139,MLE,1.1372217000462115,True,0.39990583976995664,0.6952084482787992,0.7752034222652324,0.6198269769369671,3.4088152754176906,-0.10009416023004336,0.6952084482787992,-1.0619138848221512,-0.3801730230630329,1.4088152754176901,0.10009416023004336,0.6952084482787992,1.0619138848221512,0.3801730230630329,1.4088152754176901
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,129,901000129,MM,0.0013791000237688422,True,0.6468598807634407,0.10038207745668437,2.6048621924790725,1.1261674713628864,2.1691597791672823,0.1468598807634407,0.10038207745668437,0.7677448853916888,0.12616747136288642,0.16915977916728187,0.1468598807634407,0.10038207745668437,0.7677448853916888,0.12616747136288642,0.16915977916728187
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,129,901000129,MLE,4.624056900036521,True,0.8476211282180967,0.4894166367943974,3.740509398630418,1.6072332975196573,1.3113521673053827,0.34762112821809665,0.4894166367943974,1.9033920915430342,0.6072332975196573,-0.6886478326946177,0.34762112821809665,0.4894166367943974,1.9033920915430342,0.6072332975196573,0.6886478326946177
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,143,901000143,MM,0.0019527000840753317,False,,,,,,,,,,,,,,,
50,medium,1.5,balanced,0.5,ratio_2,2.0,0.0,1.8371173070873836,1.0,2.0000000000000004,143,901000143,MLE,0.4941383000696078,True,0.3398132879362759,-0.5745947563975349,1.7711327477095284,0.24607263847465402,1.9206261618874771,-0.1601867120637241,-0.5745947563975349,-0.06598455937785519,-0.753927361525346,-0.0793738381125233,0.1601867120637241,0.5745947563975349,0.06598455937785519,0.753927361525346,0.0793738381125233
