scenario,n,delta_label,delta,p_label,p_true,mu1_true,mu2_true,sigma1_sq_true,sigma2_sq_true,replicate,seed,method,time_sec,success,p_hat,mu1_hat,mu2_hat,sigma1_sq_hat,sigma2_sq_hat,mu1_abs_error,mu2_abs_error
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,333,1050500033,MM,0.002973099995870143,True,0.5292334083306964,0.16334896900839868,3.1003898034546733,1.0967783263144053,0.6485309252988688,0.16334896900839868,0.1003898034546733
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,333,1050500033,MLE,0.5946694999875035,True,0.5346353648771703,0.19166797324652876,3.101948636559591,1.1521125803450214,0.6698093852942466,0.19166797324652876,0.10194863655959097
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,334,1050500034,MM,0.002423300000373274,True,0.4360052650091786,-0.26653485594320614,2.961996751474317,1.1052526110929661,0.9382635197381406,0.26653485594320614,0.03800324852568293
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,334,1050500034,MLE,0.6697987999941688,True,0.5087665031608131,0.016489075573745612,3.1470795314632496,1.4729888372747302,0.7642701523804448,0.016489075573745612,0.1470795314632496
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,331,1050500031,MM,0.0010892999998759478,True,0.28795771458445035,-0.20627379055565154,2.657555097027162,1.0874942430460088,1.6248467287057562,0.20627379055565154,0.3424449029728378
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,331,1050500031,MLE,1.3816186000185553,True,0.43099143288480674,0.2373538986598685,3.0414234138645644,1.3355998940480087,1.138551329463443,0.2373538986598685,0.041423413864564385
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,336,1050500036,MM,0.0009747000003699213,True,0.4548534904196978,-0.08030985752328701,3.024410452672453,0.9153753062526414,1.2521166634843923,0.08030985752328701,0.024410452672452898
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,336,1050500036,MLE,0.7726993000251241,True,0.48819290964960116,0.005856775516300349,3.1444627807338708,0.9728583070529349,1.0801778927704806,0.005856775516300349,0.14446278073387075
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,338,1050500038,MM,0.003300699987448752,True,0.5356626756291759,0.10547379150900249,3.2551619844269517,1.0465654170036451,1.0460629108322868,0.10547379150900249,0.2551619844269517
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,338,1050500038,MLE,0.9128615999943577,True,0.5174381626283303,0.07452888197715185,3.1693917202158093,1.0573088434168818,1.1918171920108998,0.07452888197715185,0.16939172021580928
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,339,1050500039,MM,0.0010084999958053231,True,0.4582936466675242,-0.24314772538811447,2.980425034767746,0.6965152916806303,0.9018552785616878,0.24314772538811447,0.019574965232254105
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,339,1050500039,MLE,0.4871073999966029,True,0.48822840160162334,-0.13003588941233607,3.0610712641325426,0.8531305935325403,0.8336274277519917,0.13003588941233607,0.0610712641325426
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,337,1050500037,MM,0.0017204000032506883,True,0.37363104383352735,-0.49376831236856145,2.6814010065920226,0.7140418639949512,1.126813342518961,0.49376831236856145,0.31859899340797737
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,337,1050500037,MLE,1.1805173000029754,True,0.3513602142866176,-0.5288712740272331,2.59139747637308,0.7679775876892846,1.3000576390873593,0.5288712740272331,0.4086025236269202
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,340,1050500040,MM,0.0018804999999701977,True,0.6699000178433745,0.4653934579398298,3.481729813729136,1.1693969451043869,0.7145844376603447,0.4653934579398298,0.48172981372913615
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,340,1050500040,MLE,0.6936796999943908,True,0.6536017857370294,0.42336103204546865,3.419118401426695,1.1151989404904201,0.7806281400054441,0.42336103204546865,0.4191184014266951
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,332,1050500032,MM,0.0018567999941296875,True,0.5211584121619709,0.106436258279623,3.1529575360979942,0.9856769424730546,0.8327125447889054,0.106436258279623,0.15295753609799423
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,332,1050500032,MLE,2.1611624999786727,True,0.5447332039795417,0.22452114614310403,3.1694233659157076,1.211131139109864,0.9183574142924434,0.22452114614310403,0.1694233659157076
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,342,1050500042,MM,0.0010292000079061836,True,0.4407566050042335,-0.1469054050931895,2.9871084559401715,0.7580742575522054,1.0414826074874437,0.1469054050931895,0.012891544059828508
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,342,1050500042,MLE,0.44317680000676773,True,0.36430110595443305,-0.394986839312228,2.752349115756636,0.5235387355979463,1.34160253651143,0.394986839312228,0.247650884243364
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,335,1050500035,MM,0.0008104000007733703,True,0.482312301927852,-0.07226511487396126,2.615836654992038,1.0350151034788564,1.4120650243931552,0.07226511487396126,0.3841633450079618
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,335,1050500035,MLE,2.3673203000216745,True,0.38176239677238905,-0.28368777409440776,2.3091986311925146,0.9109887975520289,1.7790317888862104,0.28368777409440776,0.6908013688074854
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,343,1050500043,MM,0.001528099994175136,True,0.47493386509840807,-0.21808478325823866,2.998823927972717,0.8117126780189599,1.256519694094277,0.21808478325823866,0.0011760720272828706
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,343,1050500043,MLE,0.8667598000029102,True,0.5567571388591495,0.048353323044256206,3.2579971588706917,1.1505345268294491,0.9995725494309178,0.048353323044256206,0.25799715887069175
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,345,1050500045,MM,0.0009812999924179167,True,0.5102946696662576,0.04632367551039662,3.0019241451283705,0.7746165850653661,0.8969253975191441,0.04632367551039662,0.0019241451283704691
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,345,1050500045,MLE,0.8627822999842465,True,0.5899796126704181,0.28516697492755444,3.232654568807217,1.0663087580015245,0.6994694792656562,0.28516697492755444,0.23265456880721702
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,341,1050500041,MM,0.00247430001036264,True,0.31199270767133563,-0.5107252547884225,2.5034342623182253,0.4209408084815902,1.572886605909229,0.5107252547884225,0.4965657376817747
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,341,1050500041,MLE,1.3882145000097807,True,0.3085596617327839,-0.48693600753350774,2.477852662293947,0.483031130803924,1.6476576029363479,0.48693600753350774,0.5221473377060528
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,344,1050500044,MM,0.001565899990964681,True,0.4686150299832734,-0.1555164248580594,2.725955383724631,0.750043450237665,1.1213878593350917,0.1555164248580594,0.2740446162753689
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,344,1050500044,MLE,1.0984860000025947,True,0.5232468563243685,0.01453684364252169,2.8695102405945474,0.9553435519945593,1.0104135615171184,0.01453684364252169,0.1304897594054526
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,346,1050500046,MM,0.0009270000155083835,True,0.46926699564518176,0.24265762503523192,2.9795378840555324,0.9175753583643389,1.2325187688044483,0.24265762503523192,0.020462115944467563
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,346,1050500046,MLE,0.9378469999937806,True,0.42128122622844016,0.09416675584061679,2.8606979695935673,0.7575267417164345,1.322147166053588,0.09416675584061679,0.13930203040643274
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,347,1050500047,MM,0.0018178999889642,True,0.5259052574786609,-0.04474503923849826,2.9352847572998506,0.9012746683223569,0.880476190824792,0.04474503923849826,0.06471524270014939
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,347,1050500047,MLE,0.5907414000248536,True,0.498998281840192,-0.11912806992010769,2.849323805334728,0.8290163293862016,0.9760515461762246,0.11912806992010769,0.15067619466527216
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,351,1050500051,MM,0.0009038000134751201,True,0.5017443503658586,0.026863980579195257,3.117490854312357,0.7354254143822646,0.8796390164132706,0.026863980579195257,0.11749085431235695
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,351,1050500051,MLE,0.604568200011272,True,0.5256540137072718,0.12050880761162656,3.1695015587038524,0.8837819611578885,0.8700625377082548,0.12050880761162656,0.16950155870385242
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,349,1050500049,MM,0.002019699983065948,True,0.5611415317748674,0.16475177707439315,3.295413953229024,1.170753211259303,0.44561099075077604,0.16475177707439315,0.2954139532290241
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,349,1050500049,MLE,0.8995359999826178,True,0.5808882244398312,0.2549396645575755,3.3179166423783855,1.3428210019251297,0.48206521993920326,0.2549396645575755,0.31791664237838546
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,348,1050500048,MM,0.001792600000044331,True,0.5223905984387679,0.0044777715105726035,3.0895563037434473,1.077545087127102,0.8708652412520629,0.0044777715105726035,0.08955630374344725
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,348,1050500048,MLE,1.177163999993354,True,0.4607217787044115,-0.15423032888045451,2.8723532554129516,0.9736662729858867,1.1663358221007127,0.15423032888045451,0.1276467445870484
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,353,1050500053,MM,0.0013300999999046326,True,0.40497617219883103,-0.2994343254573444,2.8349087157881727,0.5398988289466585,1.3320873847480745,0.2994343254573444,0.16509128421182728
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,353,1050500053,MLE,0.6745315000007395,True,0.42448254043673717,-0.22529427591373524,2.8864597026002685,0.6397227295924768,1.2884165492304287,0.22529427591373524,0.11354029739973148
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,350,1050500050,MM,0.0018776000069919974,True,0.5149374516717191,-0.10023335037929071,3.038709704556081,0.8781946889723513,0.8379310863590964,0.10023335037929071,0.038709704556080915
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,350,1050500050,MLE,1.124018900009105,True,0.5725189708803954,0.1008419764184717,3.1922268577737647,1.1679236968590336,0.7301882540008998,0.1008419764184717,0.1922268577737647
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,357,1050500057,MM,0.001491100003477186,True,0.49627266497927786,-0.18289111552878978,3.1734255141199355,0.9390434081778725,1.3311305081349902,0.18289111552878978,0.17342551411993545
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,357,1050500057,MLE,0.40187080000760034,True,0.47093735241809925,-0.2873698922476978,3.105701261541698,0.7731203209996199,1.3609111909223321,0.2873698922476978,0.1057012615416979
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,352,1050500052,MM,0.0014319999900180846,True,0.536072614858747,0.033839034390313216,3.009434278576571,0.7884293919484631,0.8010766437279915,0.033839034390313216,0.009434278576570865
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,352,1050500052,MLE,1.4575117000204045,True,0.4379501136018284,-0.18259882327370724,2.658604452776441,0.6604498197566925,1.281104316693504,0.18259882327370724,0.3413955472235588
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,355,1050500055,MM,0.0017583000008016825,True,0.6258768420752657,0.21242193448754798,3.2286880972094902,1.2814991467274002,0.6317259855807501,0.21242193448754798,0.22868809720949024
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,355,1050500055,MLE,0.7797412000072654,True,0.5662301810876336,0.049796314528759066,3.0262151099513996,1.1055900077081007,0.8455821744632888,0.049796314528759066,0.02621510995139964
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,354,1050500054,MM,0.002713699999731034,True,0.5430333060599865,0.3636822322234299,3.3076587458989666,1.219711030871922,0.6201322857921135,0.3636822322234299,0.3076587458989666
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,354,1050500054,MLE,1.098096700006863,True,0.5683892534126238,0.4615041164848231,3.351787410154903,1.3766137902086728,0.6130689494493462,0.4615041164848231,0.3517874101549028
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,358,1050500058,MM,0.0014346000098157674,True,0.4750526844388905,0.05290824036447206,2.999348074140837,0.7865365874511133,1.212431834190963,0.05290824036447206,0.0006519258591630717
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,358,1050500058,MLE,0.9023285000002943,True,0.4612773611913961,0.04054187861003027,2.934595201495496,0.8198744173249989,1.3282641411253573,0.04054187861003027,0.06540479850450387
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,360,1050500060,MM,0.0010102999804075807,True,0.47838494959418615,-0.17051033855488273,2.943256733873997,0.6640624672153231,0.8988092450860264,0.17051033855488273,0.056743266126003
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,360,1050500060,MLE,0.7734996000071988,True,0.3917707456084976,-0.38748774136121517,2.6396030438152778,0.5224065517657014,1.3444237661840241,0.38748774136121517,0.36039695618472223
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,356,1050500056,MM,0.0009935000271070749,True,0.4757397722808511,0.006069615866034939,2.7023280666446263,1.0533726825081082,1.165353298469106,0.006069615866034939,0.2976719333553737
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,356,1050500056,MLE,1.5156965000205673,True,0.5995235700105419,0.3222811957558742,3.0623413024990103,1.3328430407529057,0.8079521611020754,0.3222811957558742,0.062341302499010265
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,359,1050500059,MM,0.0031956000020727515,True,0.6329960341655301,0.6551766824063883,3.3392392105709967,1.6217451670228673,0.7806562604309104,0.6551766824063883,0.3392392105709967
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,359,1050500059,MLE,1.1417189999774564,True,0.5431669464958653,0.3897351239112242,3.1270658430597034,1.3018957993566131,0.9199278419010668,0.3897351239112242,0.12706584305970337
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,365,1050500065,MM,0.002668100001756102,True,0.49368797331455994,0.026724009679094385,3.0481313695222,1.003732867386497,0.7300870570134319,0.026724009679094385,0.048131369522200096
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,365,1050500065,MLE,0.3912910999788437,True,0.48599832576302576,-0.00930809427581017,3.036999079886186,0.9396393240046764,0.7241297905700068,0.00930809427581017,0.03699907988618589
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,363,1050500063,MM,0.001714799989713356,True,0.38232012197097226,-0.28340219616401474,2.796861563798915,1.0045358980665933,0.9939173526274347,0.28340219616401474,0.20313843620108507
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,363,1050500063,MLE,0.9150855999905616,True,0.37698008898700597,-0.28156471363313845,2.769348150338904,1.0557714954986965,1.050420747368767,0.28156471363313845,0.2306518496610961
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,362,1050500062,MM,0.0016854999994393438,True,0.4953411041735798,-0.18693954763228104,2.783108163114415,0.9062561320583299,0.8134086461684512,0.18693954763228104,0.21689183688558522
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,362,1050500062,MLE,1.2199562000168953,True,0.511438577951723,-0.11710284292643869,2.8078605886114776,1.0222666456071354,0.8268033848973086,0.11710284292643869,0.19213941138852242
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,361,1050500061,MM,0.003021600015927106,False,,,,,,,
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,361,1050500061,MLE,1.4576949999900535,True,0.5302651310554005,-0.037103360417087554,2.8444985766493316,0.8246540944460881,1.4119362291747573,0.037103360417087554,0.1555014233506684
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,366,1050500066,MM,0.0009897999989334494,True,0.5818453369478777,-0.04701590789544152,3.2399531049827233,0.7766438122252945,0.9666664493366569,0.04701590789544152,0.23995310498272326
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,366,1050500066,MLE,0.6667118000041228,True,0.5881344561830428,-0.014984337355060006,3.244404241406611,0.8418392410597333,1.010701889252837,0.014984337355060006,0.244404241406611
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,364,1050500064,MM,0.0019623999833129346,True,0.5260582890584361,0.11688215118875567,3.0839383067956616,1.2208373083100665,0.45777205064396187,0.11688215118875567,0.08393830679566161
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,364,1050500064,MLE,0.8558567999862134,True,0.549855953106341,0.23132070443619446,3.1010090331274824,1.439492170694643,0.49816230133322076,0.23132070443619446,0.10100903312748244
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,368,1050500068,MM,0.003297800023574382,True,0.5946370165761627,-0.015029814230334226,3.1998057007190956,1.152908612448953,0.60552403024367,0.015029814230334226,0.19980570071909565
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,368,1050500068,MLE,0.3299856999947224,True,0.5672601014504396,-0.11302134425944292,3.124874792154811,1.0014681551284006,0.6484043550054652,0.11302134425944292,0.12487479215481079
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,367,1050500067,MM,0.001933799998369068,True,0.4220914355737663,-0.18196413023101643,2.7152018349024067,0.5958782314681124,1.4557123156443699,0.18196413023101643,0.28479816509759326
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,367,1050500067,MLE,0.6470265999960247,True,0.5454014293741417,0.11907077622871665,3.139894434922715,0.834927047658191,0.9290070691055393,0.11907077622871665,0.13989443492271514
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,370,1050500070,MM,0.0018099999870173633,True,0.48189892127916456,0.08957865119808894,3.2253767291915745,0.8483115070889818,0.6548413847490212,0.08957865119808894,0.22537672919157448
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,370,1050500070,MLE,0.42644310000468977,True,0.4699233141625203,0.052132943502269755,3.1877284506485015,0.8095139276921803,0.7049070100035334,0.052132943502269755,0.18772845064850152
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,369,1050500069,MM,0.0017690999957267195,False,,,,,,,
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,369,1050500069,MLE,0.7778222000051755,True,0.41375271156332016,-0.07288572899404057,2.9718597595333898,0.9115278100439903,1.2186424619419418,0.07288572899404057,0.028140240466610233
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,374,1050500074,MM,0.0018825999868568033,True,0.6667747468662414,0.3532529994397615,3.2126242944973624,1.238069764528989,1.0332668005037893,0.3532529994397615,0.21262429449736242
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,374,1050500074,MLE,0.5946939999994356,True,0.5522390704314085,0.04461109500636511,2.8618658949009346,0.8514310979047439,1.2364946275531785,0.04461109500636511,0.13813410509906543
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,372,1050500072,MM,0.0017420999938622117,True,0.5821082947571145,0.2465454828418887,3.303686057730083,1.1284827153012242,0.7524218241795734,0.2465454828418887,0.30368605773008284
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,372,1050500072,MLE,0.8314069999905769,True,0.588810982690159,0.2655121105598022,3.326360059572394,1.148198044620212,0.7307440453462332,0.2655121105598022,0.3263600595723939
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,371,1050500071,MM,0.002269499993417412,True,0.4097619262215093,-0.297875190808234,2.648639636853953,0.6492747001088569,1.3452288591305663,0.297875190808234,0.3513603631460471
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,371,1050500071,MLE,1.0427329000085592,True,0.4491973378577282,-0.1738857455198327,2.758481691973591,0.785752233401737,1.2334446292397854,0.1738857455198327,0.24151830802640895
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,378,1050500078,MM,0.001666199997998774,True,0.4891067021518875,-0.05920375277545009,3.2323763885352528,0.7573588496339785,0.8151953511744785,0.05920375277545009,0.23237638853525278
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,378,1050500078,MLE,0.3025811999978032,True,0.49119589660986335,-0.05811708831854632,3.2448428482684273,0.7485914658316493,0.7861589587853269,0.05811708831854632,0.24484284826842728
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,373,1050500073,MM,0.001378599990857765,True,0.36775066124039396,-0.24237049126985077,2.520529331909567,0.5961501662578459,1.5812046784162739,0.24237049126985077,0.4794706680904328
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,373,1050500073,MLE,1.1624345000018366,True,0.27969415231661293,-0.44861620508537015,2.262853244123135,0.4680733331827022,1.9182672176669298,0.44861620508537015,0.7371467558768652
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,376,1050500076,MM,0.0027258000045549124,True,0.4789982992874193,0.046597528420063705,3.0959727097093097,0.8627133689139954,0.6962452203059434,0.046597528420063705,0.09597270970930971
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,376,1050500076,MLE,0.781134299992118,True,0.43929160067199263,-0.04350121799642864,2.950619084090985,0.8449191024553353,0.9224737496896502,0.04350121799642864,0.049380915909015055
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,380,1050500080,MM,0.0011128000041935593,True,0.4272155804926552,-0.27181725196422524,2.751934688568287,0.7825017217436873,1.2813178759485577,0.27181725196422524,0.24806531143171284
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,380,1050500080,MLE,0.4267219000030309,True,0.4672126858531753,-0.19933354752700946,2.9153695459809406,0.7602245436989027,1.004992692667829,0.19933354752700946,0.08463045401905944
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,377,1050500077,MM,0.0017687999934423715,True,0.6165124464188209,0.23881065451160666,3.4289816672031623,1.772504372831125,0.6211455374022011,0.23881065451160666,0.42898166720316233
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,377,1050500077,MLE,0.7842075999942608,True,0.5877791462057005,0.14982429620108823,3.3334993174751926,1.6660230174609565,0.7326443107149702,0.14982429620108823,0.33349931747519257
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,381,1050500081,MM,0.0015845000161789358,True,0.4930176922676617,0.00857302261337023,2.866902294405304,0.7753782590380607,1.006952231950324,0.00857302261337023,0.1330977055946958
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,381,1050500081,MLE,0.4257746000075713,True,0.5026743838405858,0.014359555731997287,2.9165543964069465,0.7453359481900581,0.9141106493216707,0.014359555731997287,0.08344560359305353
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,375,1050500075,MM,0.0019094999879598618,True,0.5735222425335549,0.2859540096985007,3.0949877735675937,1.589403131924006,0.8354902246843535,0.2859540096985007,0.09498777356759369
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,375,1050500075,MLE,1.4291599999996834,True,0.6047061447546934,0.3888256862164107,3.159217204356537,1.7246263930403065,0.8104748923705014,0.3888256862164107,0.15921720435653697
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,386,1050500086,MM,0.00332330001401715,True,0.5641335203823874,-0.09042135268336482,3.210486630308936,0.9462177369947866,0.7778623888533085,0.09042135268336482,0.2104866303089361
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,386,1050500086,MLE,0.2758885000075679,True,0.5783788144688955,-0.05676053424329181,3.2758384239387963,0.9669443566620894,0.674618158642644,0.05676053424329181,0.2758384239387963
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,382,1050500082,MM,0.0018549000087659806,False,,,,,,,
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,382,1050500082,MLE,0.6837437000067439,True,0.38462202445799115,-0.3186740243406935,2.7299167703663167,0.603111193584572,1.3870353221179963,0.3186740243406935,0.27008322963368325
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,385,1050500085,MM,0.0018577000009827316,True,0.5701216394371046,0.21803042690746155,3.2287727449047865,0.9341886518252817,0.6950292592937916,0.21803042690746155,0.2287727449047865
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,385,1050500085,MLE,0.3776865999971051,True,0.5404934466898684,0.11785617442353195,3.1524749718638807,0.7895329466197334,0.7379339270176932,0.11785617442353195,0.1524749718638807
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,379,1050500079,MM,0.003226200002245605,False,,,,,,,
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,379,1050500079,MLE,1.2475551000097767,True,0.4438399224235778,-0.13463150644743424,2.583857343159592,0.79371320048584,1.2021112569500443,0.13463150644743424,0.4161426568404081
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,383,1050500083,MM,0.0032669999927747995,True,0.6839441010803706,0.7714538042734372,3.506405577480725,1.9257676229639331,0.5411465368609911,0.7714538042734372,0.506405577480725
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,383,1050500083,MLE,0.8158325999975204,True,0.49094922570407834,0.1663853352497899,3.053064197960408,1.1675343543065244,0.8826356133017135,0.1663853352497899,0.053064197960408066
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,384,1050500084,MM,0.00098380001145415,True,0.4173270306283382,-0.09834617854373962,3.1457494492502813,0.9055659773665615,1.1675447883363839,0.09834617854373962,0.14574944925028133
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,384,1050500084,MLE,0.8778443000046536,True,0.38800386582398744,-0.18363880183502598,3.0443872351652024,0.8581165767900767,1.3235919193713064,0.18363880183502598,0.04438723516520238
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,388,1050500088,MM,0.0030571999959647655,True,0.5544194809529135,0.03442176337928382,3.08084967648468,1.0048945764974078,0.7235730891006067,0.03442176337928382,0.08084967648468
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,388,1050500088,MLE,0.5424959000083618,True,0.5563863258090764,0.04601367858065493,3.0798178506775655,1.0274985490806023,0.7412405908587261,0.04601367858065493,0.07981785067756553
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,391,1050500091,MM,0.0010562000097706914,True,0.4667173088913641,0.005601521923342956,3.0616793055623903,0.6992932896496947,0.9131963051497861,0.005601521923342956,0.06167930556239032
crossover,200,strong,3.0,balanced,0.5,0.0,3.0,1.0,1.0,391,1050500091,MLE,0.3362778999726288,True,0.4672853406272823,-0.010203487292402573,3.078801789659748,0.6500242072903349,0.8614333330184473,0.010203487292402573,0.07880178965974816
